permutation_index,accuracy,signed_margin_null_mean
1639,0.45,-0.010664341701104113
1640,0.5,0.02497636296520093
1641,0.45,-0.0036809249412332297
1642,0.4,-0.058559702264199355
1643,0.55,-0.06536052334273919
1644,0.55,-0.046290327024668454
1645,0.55,-0.09066045529585465
1646,0.45,0.0055458820475369095
1647,0.55,-0.0208125397371932
1648,0.55,-0.0010495203037082068
1649,0.45,-0.014046861092599713
1650,0.45,-0.016603337535383227
1651,0.4,-0.07004526402557101
1652,0.45,0.027888156567216615
1653,0.45,-0.02070033799902813
1654,0.65,0.022881945493116736
1655,0.5,-0.028840301942365764
1656,0.55,-0.0247269462075825
1657,0.45,0.013856823059109147
1658,0.5,-0.00625834811194631
1659,0.3,0.004472182820270512
1660,0.4,-0.07518045371868323
1661,0.4,-0.002633916532550154
1662,0.6,0.020983073805831007
1663,0.5,-0.06264046522884288
1664,0.4,-0.03637298810326538
1665,0.55,-0.0026464035172947516
1666,0.5,-0.0835236227576109
1667,0.55,-0.06346002844848223
1668,0.45,0.0429720654561624
1669,0.45,0.07458523981092664
1670,0.55,-0.018652550374492458
1671,0.6,0.013784292198794946
1672,0.6,-0.006294084013090595
1673,0.6,-0.00822038559691061
1674,0.55,-0.009484959874717922
1675,0.55,0.07231779322484042
1676,0.45,-0.010376891184963238
1677,0.55,-0.049825977169302905
1678,0.5,-0.09573075205100737
1679,0.55,0.01489281281014393
1680,0.35,0.042481640550845634
1681,0.45,-0.0063251471544840355
1682,0.6,0.07897234536011184
1683,0.55,-0.01771552417452503
1684,0.55,0.015324610104606489
1685,0.65,-0.021783169399566198
1686,0.45,-0.014296454851196561
1687,0.45,0.02951027361655595
1688,0.35,-0.015345158851952511
1689,0.55,-0.046135271662020194
1690,0.55,0.1032667831276221
1691,0.45,-0.033707552714800984
1692,0.65,-0.023061731290267083
1693,0.35,-0.04863755067588081
1694,0.35,-0.033128116658882586
1695,0.6,0.06578039400175051
1696,0.5,0.032934945127317136
1697,0.55,0.04387192561653711
1698,0.5,-0.049989222627470485
1699,0.5,-0.031669236618704924
1700,0.4,0.026748444128776167
1701,0.55,0.004136280566005538
1702,0.6,0.005249872534728195
1703,0.55,0.023116988599291198
1704,0.45,0.01816353721671347
1705,0.5,0.025123273306217275
1706,0.45,0.05268390994048862
1707,0.6,0.05715692347462355
1708,0.6,0.046065608556596464
1709,0.6,-0.015631860683872144
1710,0.45,-0.06003583190667676
1711,0.55,0.011130972192079347
1712,0.6,-0.036158958967149386
1713,0.4,-0.06324571922556385
1714,0.55,-0.0010591128576660335
1715,0.45,0.02475583178042135
1716,0.55,0.03798800473023342
1717,0.35,0.07111313195224458
1718,0.55,-0.062065310858622734
1719,0.75,-0.035379993651877634
1720,0.45,0.015514866301721022
1721,0.4,0.00259576572311076
1722,0.6,0.020599475023036506
1723,0.6,-0.014798534494946275
1724,0.5,0.014445772100538152
1725,0.5,0.052925593929526005
1726,0.5,-0.024625234973758674
1727,0.45,-0.012509723441985579
1728,0.4,-0.03789033428829632
1729,0.5,0.014127196370311613
1730,0.45,0.06135839631259723
1731,0.5,0.0011401586871713388
1732,0.5,-0.06497972243081204
1733,0.45,0.04483503991104656
1734,0.6,0.0022667390323325653
1735,0.6,-0.03832472215647059
1736,0.6,-0.007216936083703193
1737,0.55,-0.033731456988118455
1738,0.55,0.06373052136386181
1739,0.45,-0.03472782623456963
1740,0.45,0.0612599159590035
1741,0.5,0.04224002448600668
1742,0.45,0.007734322832340684
1743,0.5,0.0296255119054063
1744,0.7,-0.021541263508642033
1745,0.55,0.04258815697424519
1746,0.4,0.005822174498948901
1747,0.5,-0.04469825086365288
1748,0.5,-0.00898033351355355
1749,0.4,-0.015742962128513078
1750,0.4,0.010631308448978152
1751,0.45,0.02043937874116669
1752,0.45,0.021061762918259515
1753,0.65,-0.059248624165176955
1754,0.55,0.001402283245040295
1755,0.4,0.012819724436543037
1756,0.6,-0.03252609064913402
1757,0.45,0.04808923402048174
1758,0.45,-0.03452340709431737
1759,0.35,-0.015568592908755624
1760,0.45,0.05512233140212082
1761,0.5,-0.03516415976379578
1762,0.45,-0.03151208918384463
1763,0.45,0.032097395055607665
1764,0.3,0.0511986984038915
1765,0.5,-0.05092637878563779
1766,0.6,0.056977558787007665
1767,0.4,-0.00879349401258853
1768,0.4,-0.014446915156305504
1769,0.5,0.015108226501541675
1770,0.4,0.022472528352655667
1771,0.5,0.030326169669122792
1772,0.45,0.014819430944758221
1773,0.35,0.01186706356153925
1774,0.5,0.06171636475365402
1775,0.6,-0.029341536103542253
1776,0.45,0.006425479443219739
1777,0.55,-0.019373208805897553
1778,0.45,0.0074174537005689475
1779,0.45,-0.014434019403548843
1780,0.45,-0.0716056259247547
1781,0.5,-0.045574068877319386
1782,0.45,-0.04423133695918242
1783,0.45,0.0573989365905905
1784,0.7,0.014623928568341016
1785,0.5,0.043873979072570145
1786,0.65,0.02647347968509029
1787,0.55,0.023092959447415136
1788,0.45,-0.021268300727006643
1789,0.4,-0.03429796899938008
1790,0.45,0.04402917867795684
1791,0.5,0.014298114565089028
1792,0.4,0.01686280493876378
1793,0.55,-0.047914802187465334
1794,0.4,0.05809802471953708
1795,0.5,0.019756510818056416
1796,0.45,0.021938019441260274
1797,0.6,-0.04297718829788185
1798,0.45,-0.05469195623288997
1799,0.6,-0.06499848951039293
1800,0.7,-0.049856302278986894
1801,0.4,0.02925576456673213
1802,0.5,-0.04652506136049427
1803,0.45,0.02509878624721067
1804,0.55,-0.041748168920714236
1805,0.35,-0.03933300790539138
1806,0.4,-0.05170063326237941
1807,0.55,-0.0018175778324155511
1808,0.55,0.004024032210075706
1809,0.5,-0.010019310530230297
1810,0.45,-0.011304579155857992
1811,0.5,0.04400043029355814
1812,0.65,0.00024404411198036547
1813,0.45,-0.046264376964670374
1814,0.55,0.07176802968708841
1815,0.4,0.09154234710015496
1816,0.6,0.014414120990077911
1817,0.45,0.009025437550147128
1818,0.5,0.03290282023621334
1819,0.5,-0.033063941980845946
1820,0.55,-0.031431449491694796
1821,0.5,-0.023570230575918415
1822,0.6,-0.007989136811461633
1823,0.35,0.024940956301286683
1824,0.45,0.006375504699145042
1825,0.45,0.06273706631926819
1826,0.7,-0.004313658457521022
1827,0.4,-0.014887875028988487
1828,0.55,-0.02368514112544679
1829,0.45,-0.0894944980103665
1830,0.55,0.0156805953726111
1831,0.45,-0.010325395640574562
1832,0.55,0.009961301558522201
1833,0.55,0.059425168853175905
1834,0.45,-0.007273014479896997
1835,0.4,-0.05002475640319344
1836,0.4,-0.01621509776271104
1837,0.5,0.021896289095858345
1838,0.5,-0.055876814127113525
1839,0.4,0.02419701280186783
1840,0.6,-0.024721066421583275
1841,0.35,0.0065750665712464825
1842,0.5,0.052586475681628206
1843,0.45,0.04124258049082539
1844,0.55,-0.04923682029151588
1845,0.45,-0.009055190064509744
1846,0.45,-9.646153428681803e-05
1847,0.5,-0.02002534681128755
1848,0.5,0.05905189931149098
1849,0.4,-0.010688487221367374
1850,0.35,0.02006192947989443
1851,0.4,-0.04583076509754573
1852,0.5,-0.019749085670956533
1853,0.55,-0.0061339998143563525
1854,0.55,-0.030802119851437083
1855,0.4,0.011221883070824272
1856,0.35,0.028596566113413335
1857,0.45,-0.04613178545863724
1858,0.5,-0.007454417996271889
1859,0.6,-0.011751244843004643
1860,0.5,-0.06460637521900776
1861,0.5,0.019792865976165662
1862,0.35,0.0057449441810920945
1863,0.45,0.05347207514652509
1864,0.55,-0.020654459535298327
1865,0.6,-0.02911680852994717
1866,0.45,0.006095567319947958
1867,0.45,0.06541877575464017
1868,0.45,-0.04136307189052071
1869,0.55,-0.06966679164695472
1870,0.6,-0.02179544183988209
1871,0.5,0.020095469751199264
1872,0.55,-0.03856837703211165
1873,0.4,0.014368068100104336
1874,0.45,0.027819625925888103
1875,0.45,-0.027302870280632448
1876,0.5,-0.0006582167924247678
1877,0.45,-0.002318489454682937
1878,0.45,0.036803821020703176
1879,0.55,-0.030826196971339682
1880,0.6,-0.015173801973937358
1881,0.65,-0.005059340832686984
1882,0.65,0.01023065442162282
1883,0.4,-0.016907114668498518
1884,0.35,-0.01111997650601331
1885,0.5,0.06873401691813748
1886,0.4,-0.019658544421607603
1887,0.45,-0.0372522804441488
1888,0.5,-0.03740010925080097
1889,0.55,0.08032838885547697
1890,0.5,0.09284755884158956
1891,0.4,0.09650251979732247
1892,0.5,0.00959176851977454
1893,0.45,0.016459998997063754
1894,0.5,0.020782801800394827
1895,0.45,-0.03548348850445679
1896,0.55,0.0363017143425535
1897,0.45,-0.0628695154914684
1898,0.55,-0.01887537015254691
1899,0.45,-0.05567225709303821
1900,0.55,-0.009797588418449249
1901,0.6,0.014310580937473352
1902,0.6,-0.035372585442751694
1903,0.35,0.042466440207230456
1904,0.4,0.03927932639638447
1905,0.6,-0.0022231266202020787
1906,0.65,-0.02240688770759785
1907,0.5,0.010861977348192664
1908,0.45,0.04146408509495745
1909,0.4,-0.003148730077061598
1910,0.3,0.001320803417800033
1911,0.55,0.0405056002718599
1912,0.4,0.00857323354681979
1913,0.55,0.024550877652018844
1914,0.4,0.020754192947397394
1915,0.6,-0.006737141472481079
1916,0.45,-0.034923407178932483
1917,0.55,-0.004695563878111442
1918,0.5,-0.09536021976911882
1919,0.55,0.035337681008424195
1920,0.45,-0.005361981753497012
1921,0.45,0.057123652330187714
1922,0.45,0.04903010508349008
1923,0.45,-0.026720738871937988
1924,0.45,0.016068923754641046
1925,0.45,0.0016620573596971278
1926,0.35,0.03960454759514383
1927,0.5,0.029137592308509562
1928,0.5,0.03515830807123608
1929,0.45,-0.021012585690500657
1930,0.65,-0.03653302870214089
1931,0.55,0.002614426279981519
1932,0.6,0.028720172931314993
1933,0.45,0.04239114240527496
1934,0.5,0.010188718141597664
1935,0.6,-0.06201381111676779
1936,0.6,-0.001242958813417633
1937,0.55,-0.06412550206115245
1938,0.45,-0.05220760236701656
1939,0.5,0.029196660409174558
1940,0.55,0.01703004407013991
1941,0.45,-0.02756378449442428
1942,0.5,0.020784590327191738
1943,0.4,-0.04520004620780421
1944,0.45,0.005058773681237605
1945,0.5,0.012123699529463672
1946,0.5,0.04160201392472238
1947,0.45,0.001528826556583701
1948,0.5,0.06443643825358483
1949,0.65,0.020244285517333194
1950,0.35,0.003701702507706816
1951,0.5,0.010007197772183066
1952,0.6,0.08246405425224605
1953,0.35,-0.08657842420368987
1954,0.55,0.05239089541665202
1955,0.45,0.048689998482648246
1956,0.6,0.026634066125046412
1957,0.55,0.011639633378332093
1958,0.5,-0.048490773224155105
1959,0.6,0.004304106562172327
1960,0.35,-0.032542315478279925
1961,0.45,-0.011875139936668638
1962,0.65,-0.04249179770585372
1963,0.5,-0.05248599694279501
1964,0.5,-0.02028834444712312
1965,0.4,0.0371016059356521
1966,0.5,0.012789560397460664
1967,0.5,0.0008977000277992197
1968,0.4,0.008475009533390743
1969,0.4,-0.004464409925902281
1970,0.45,-0.029476185335784007
1971,0.5,-0.059956720147459966
1972,0.6,0.005491193549333093
1973,0.6,0.029770027189192156
1974,0.45,0.024079014377116972
1975,0.65,0.05148745354823516
1976,0.6,-0.022971805688710583
1977,0.4,-0.03917926033396815
1978,0.4,0.030021115746886824
1979,0.4,-0.0014622976935668413
1980,0.5,0.07024496696249771
1981,0.65,-0.003532162753899513
1982,0.6,-0.025642209518813887
1983,0.55,-0.001524864897095378
1984,0.35,-0.0713965774874222
1985,0.4,-0.02223354358945923
1986,0.45,-0.006071678394608618
1987,0.35,-0.00871496192134326
1988,0.55,-0.01521755389550758
1989,0.65,-0.028636636222410868
1990,0.35,0.057152504354976964
1991,0.55,-0.07294295244309305
1992,0.4,0.010355148200079689
1993,0.3,0.05109900891654867
1994,0.6,0.03138677662198822
1995,0.55,0.02054385036478603
1996,0.45,0.03364975121735827
1997,0.6,-0.024069902374187636
1998,0.4,0.014387311794499308
1999,0.6,-0.011992753799083775
2000,0.45,0.014675243399085377
2001,0.55,-0.003611305782007801
2002,0.5,-0.0019066811272399787
2003,0.55,0.03810703071882664
2004,0.55,0.04864350250816516
2005,0.35,-0.01419205595452008
2006,0.5,0.007975911529663218
2007,0.55,0.05879685635855274
2008,0.55,0.0017738930455949223
2009,0.6,0.016172789821785737
2010,0.2,-0.018109482958725366
2011,0.4,-0.012379813274867446
2012,0.6,-0.04995354534344988
2013,0.6,-0.05365421989194025
2014,0.55,0.012908447590313597
2015,0.55,0.022549111291394107
2016,0.4,0.0077492913633884775
2017,0.55,-0.0435043045838145
2018,0.6,0.02083943023254582
2019,0.65,-0.01731820347313796
2020,0.55,-0.010661607679616297
2021,0.45,-0.0285400318421525
2022,0.55,-0.02690095296190529
2023,0.45,0.04573141161984238
2024,0.6,0.014431428133162496
2025,0.4,0.0032971593244731172
2026,0.4,-0.03959124795987804
2027,0.6,0.011387476384628642
2028,0.5,0.003177919080400625
2029,0.5,0.09305436269672676
2030,0.7,-0.04333232204191745
2031,0.45,-0.05104468146576493
2032,0.5,-0.04499473133892033
2033,0.5,0.055625543559212086
2034,0.5,0.04147083467092057
2035,0.5,0.007233085228994479
2036,0.4,-0.025644872946708107
2037,0.4,0.054489784192240806
2038,0.5,0.055064904377906856
2039,0.65,-0.018465911375548143
2040,0.65,0.03348450032302216
2041,0.55,0.016203320153220298
2042,0.55,0.014914659282935274
2043,0.45,0.07157533930911066
2044,0.5,0.016400886694098792
2045,0.5,-0.08414500693595058
2046,0.45,0.0316932953363074
2047,0.6,0.0410199509544652
2048,0.6,-0.0014060003801544998
2049,0.45,0.10191324988649916
2050,0.4,0.021224062506870183
2051,0.5,-0.04237230775244416
2052,0.45,0.07668485354208682
2053,0.55,-0.043159391282746505
2054,0.5,0.04913800909121875
2055,0.4,0.022008367639002067
2056,0.45,-0.04888622471364993
2057,0.35,0.033935292440360455
2058,0.55,-0.005893691429100861
2059,0.5,0.06621209966833358
2060,0.65,-0.017860803450125872
2061,0.5,-0.0918797687890394
2062,0.45,-0.05165545262876744
2063,0.45,0.03257922082837138
2064,0.55,0.03585593969211186
2065,0.4,-0.03239361390720188
2066,0.45,-0.028850332230403793
2067,0.5,0.02760769536915018
2068,0.4,0.01665741935170386
2069,0.4,0.005280294134718122
2070,0.6,0.001592864271516093
2071,0.65,-0.009794367924994996
2072,0.5,0.033269209624407506
2073,0.5,0.013199864625704077
2074,0.3,-0.0055142842098965476
2075,0.5,0.010977885843432844
2076,0.6,0.002052694383356343
2077,0.4,-0.02112216580957363
2078,0.45,0.032739693343914
2079,0.55,-0.01632866474497824
2080,0.45,0.033065495277006626
2081,0.35,-0.0472554147108108
2082,0.35,0.013314496735818781
2083,0.55,0.06642250948276976
2084,0.6,0.06157521867612183
2085,0.4,-0.02320835111539487
2086,0.5,-0.028573676492265797
2087,0.5,-0.02096420632218054
2088,0.35,0.0645623586949496
2089,0.25,-0.004784715995665201
2090,0.55,-0.03297772014442396
2091,0.45,-0.011522887080240529
2092,0.5,-0.00769928251738205
2093,0.4,-0.016168248741978367
2094,0.5,0.012201511547860183
2095,0.55,-0.013219327980772425
2096,0.4,0.02850953244418586
2097,0.55,-0.034388106010146594
2098,0.4,0.04234888302926996
2099,0.55,0.011135195629158112
2100,0.4,0.03302114940234563
2101,0.45,-0.029981003589346265
2102,0.55,0.04033438973710411
2103,0.45,0.0031724032360035794
2104,0.45,0.049886917972060754
2105,0.45,-0.015373954197213652
2106,0.45,0.05110119179475921
2107,0.5,0.01054942823023911
2108,0.35,0.0036144763929354755
2109,0.55,-0.04633852215158364
2110,0.55,0.0020425124528589077
2111,0.45,0.030878870729551387
2112,0.6,0.010127975253443722
2113,0.55,-0.07122290209061886
2114,0.65,0.04897975752640697
2115,0.6,-0.04605962580861082
2116,0.5,0.004171605699991457
2117,0.5,0.026054338201454037
2118,0.55,0.019180312653476105
2119,0.55,-0.017145034333227584
2120,0.5,0.016338110043570074
2121,0.5,0.05410107309510258
2122,0.35,0.029391611222129705
2123,0.6,-0.004999028931139382
2124,0.55,-0.02539987686240085
2125,0.5,-0.02704051965606233
2126,0.5,-0.09502437076451807
2127,0.35,0.02835313241656996
2128,0.3,-0.02101179545152612
2129,0.7,0.00974413261226389
2130,0.35,0.07618634517487625
2131,0.5,-0.027910317990169086
2132,0.35,-0.011206641854435298
2133,0.55,0.050053332166753874
2134,0.45,0.036558632699037766
2135,0.6,0.04145916597979092
2136,0.45,0.021049218355441796
2137,0.55,-0.08661702972132564
2138,0.45,-0.013653030023496892
2139,0.55,-0.057751610393276684
2140,0.5,0.08689855077045669
2141,0.5,0.005343595144823768
2142,0.5,-0.0013032625345233057
2143,0.35,-0.07139211557156969
2144,0.6,0.05228308770859731
2145,0.55,0.008185592687952773
2146,0.5,0.06443880333521321
2147,0.6,0.0651647997973271
2148,0.4,0.04667301789958725
2149,0.4,0.011951327923351098
2150,0.45,0.038499644698222035
2151,0.35,0.031869037878977116
2152,0.45,-0.004474103048771405
2153,0.45,0.011542237870057282
2154,0.45,0.09178132484567066
2155,0.45,-0.03787651215916987
2156,0.55,0.00727315948759715
2157,0.65,0.03134078294069037
2158,0.55,0.000906262346919906
2159,0.6,0.005593736406573213
2160,0.55,-0.04382394893849094
2161,0.55,0.0022707401503592904
2162,0.5,-0.0771707237921609
2163,0.65,-0.07534777071091876
2164,0.45,-0.05185427945098118
2165,0.6,-0.03682073552581974
2166,0.55,-0.030276845419590914
2167,0.5,-0.09083583198807496
2168,0.6,0.014963830780602805
2169,0.5,-0.012059460054618169
2170,0.6,0.04231112540382183
2171,0.4,-0.09343849662618325
2172,0.6,0.027626792561064817
2173,0.5,0.0774043545493985
2174,0.5,-0.038368285365335104
2175,0.55,0.023983162823054037
2176,0.4,-0.039955196522972115
2177,0.45,0.023152057596655236
2178,0.55,-0.00403609418598021
2179,0.45,0.00968528617171708
2180,0.5,0.0403699552303124
2181,0.55,-0.04856593656975779
2182,0.5,-0.005929033036434645
2183,0.5,0.04208154051666496
2184,0.5,-0.008678868816545147
2185,0.5,0.002545123807606728
2186,0.5,-0.03830758297555868
2187,0.4,-0.004451257288995042
2188,0.45,-0.005723909223967922
2189,0.45,0.05361284793179376
2190,0.45,0.05198316558405387
2191,0.45,0.060730911746678995
2192,0.55,-0.05336152736915169
2193,0.4,-0.012043783785401913
2194,0.65,-0.007014820478398532
2195,0.55,-0.06617172896186335
2196,0.45,-0.042468492771383266
2197,0.45,0.04199891403123303
2198,0.4,0.04460874841035277
2199,0.55,0.001117245172354342
2200,0.4,0.00010084355962920732
2201,0.55,-0.010252505690763969
2202,0.5,0.06894180322320875
2203,0.65,-0.037106260650073476
2204,0.35,-0.05045653436590216
2205,0.45,0.07029735092549845
2206,0.55,-0.01193059798849937
2207,0.6,0.026463909884622716
2208,0.55,0.0576427537335662
2209,0.35,0.011434330887592468
2210,0.5,0.007739956055447928
2211,0.55,0.00137436786975123
2212,0.45,-0.026882626271734315
2213,0.45,0.015221965799454895
2214,0.6,-0.037805037222303745
2215,0.5,0.042597402362689496
2216,0.55,-0.03598248641936845
2217,0.5,-0.06375172723257858
2218,0.45,0.0386087025490641
2219,0.45,-0.008147634203511
2220,0.5,-0.03727625949790837
2221,0.35,-0.004943976776254489
2222,0.55,1.0357652754072744e-05
2223,0.65,-0.09243353482714325
2224,0.65,-0.028093590940322655
2225,0.5,0.01586484819317765
2226,0.6,-0.013843470111374512
2227,0.45,0.012381266373542867
2228,0.5,-0.021331722346655257
2229,0.45,0.034508894239412655
2230,0.55,-0.057349821935002335
2231,0.5,0.028244967980102963
2232,0.55,-0.02948116632887644
2233,0.65,0.024917004897767266
2234,0.55,-0.06088705641994672
2235,0.6,0.047137868446201756
2236,0.5,0.0009577495488772486
2237,0.5,0.03562164697020932
2238,0.6,0.015792843550393145
2239,0.4,-0.023515609310801266
2240,0.45,-0.04955670355503777
2241,0.45,0.01968634315535254
2242,0.5,0.028711704031273055
2243,0.6,-0.0023208112784868116
2244,0.4,0.001430264315338292
2245,0.6,-0.06400190225057786
2246,0.5,-0.02804734676711617
2247,0.3,0.01866109514513016
2248,0.5,0.0997220006764983
2249,0.5,0.06428507066739966
2250,0.5,-0.023200044120577648
2251,0.6,0.014712167224334615
2252,0.55,0.018824245873216343
2253,0.6,-0.0011218408903654665
2254,0.35,0.006197842362535155
2255,0.6,0.03144662442865659
2256,0.45,-0.01127155978386642
2257,0.5,-0.05529962936713752
2258,0.35,-0.03260224732190645
2259,0.55,0.03352866792617569
2260,0.55,0.015055813281661523
2261,0.45,-0.01592436611784439
2262,0.55,0.028127207484296674
2263,0.5,-0.0535849462445727
2264,0.6,-0.0442113995868116
2265,0.4,0.021560444014499656
2266,0.5,-0.06482909509117639
2267,0.3,-0.05931777647375049
2268,0.5,-0.02889451346882454
2269,0.55,-0.030283047995430058
2270,0.5,0.0010739264554979853
2271,0.55,0.027440144139819378
2272,0.55,-0.033636884758117755
2273,0.5,-0.00048767510724080366
2274,0.55,-0.01775755846505503
2275,0.5,-0.06276969751259566
2276,0.4,0.03839427522820689
2277,0.35,0.018351184421216294
2278,0.4,-0.01892913715469948
2279,0.55,0.013765810228871512
2280,0.55,0.05667506107527093
2281,0.55,0.05149233548040055
2282,0.4,0.05328059552458094
2283,0.35,0.06299038612272763
2284,0.4,-0.10341053402596587
2285,0.55,-0.05046111692347375
2286,0.45,-0.06475453140834811
2287,0.45,-0.0008448098327575356
2288,0.45,0.014306258812196479
2289,0.5,-0.0065322434450165185
2290,0.45,0.01172202939206165
2291,0.55,0.050549062789870945
2292,0.55,-0.026178708200725175
2293,0.45,-0.0031045433889443945
2294,0.5,0.00648535368395276
2295,0.5,-0.06012021007608037
2296,0.4,0.0088761981324023
2297,0.45,0.0316097549073535
2298,0.6,-0.015269218719816357
2299,0.5,0.025129439550575717
2300,0.5,-0.013622812609370325
2301,0.5,-0.013449531325441116
2302,0.45,0.04006627470554115
2303,0.45,-0.058097826335527805
2304,0.55,0.026646802233778678
2305,0.45,-0.05686567730717741
2306,0.7,-0.0689908390673937
2307,0.45,-0.003717900567224258
2308,0.5,-0.009101122802882219
2309,0.45,0.009410881771442905
2310,0.45,-0.006877641939574894
2311,0.6,0.055976587592314775
2312,0.45,0.0057878351745080355
2313,0.55,0.05219185337930289
2314,0.5,0.06948064528374223
2315,0.5,0.05587695786317502
2316,0.5,-0.03295380978865693
2317,0.5,-0.032647412071893575
2318,0.55,-0.02412141923397555
2319,0.55,0.010996774876681596
2320,0.5,-0.04113612629699841
2321,0.45,-0.0121723968462462
2322,0.5,-0.04282762187611773
2323,0.5,0.003872504847908026
2324,0.5,0.008576364212346654
2325,0.35,-0.06076002571580412
2326,0.45,-0.01906500605322746
2327,0.45,0.010773497331838794
2328,0.45,0.012727431032270184
2329,0.4,0.019249061544980656
2330,0.5,-0.03942324637274307
2331,0.3,0.005545216297639609
2332,0.5,0.012633499799639519
2333,0.5,0.00025822872179885186
2334,0.45,0.005332225675699892
2335,0.5,0.011401554028619133
2336,0.6,0.12535768897025307
2337,0.45,0.012655644020571339
2338,0.55,0.019385136704756438
2339,0.35,-0.004514345328527547
2340,0.45,0.02382015800568775
2341,0.65,0.06017222883660169
2342,0.45,0.02850957502135132
2343,0.55,-0.0019586158518746233
2344,0.4,-0.007105856226347079
2345,0.5,0.020741626981153026
2346,0.35,0.017211991462454508
2347,0.45,0.028096559747455497
2348,0.6,0.05373289236107629
2349,0.6,0.021521374162946173
2350,0.45,-0.031122533707356948
2351,0.45,0.02839880542234364
2352,0.45,-0.010922013828747388
2353,0.35,0.03898540125021735
2354,0.45,0.005681854593326025
2355,0.45,-0.02961095872968082
2356,0.55,0.06582075208954938
2357,0.45,0.004976622336342451
2358,0.5,-0.00304160891035547
2359,0.3,-0.018401319563377882
2360,0.5,0.07528816907571356
2361,0.4,0.01439643239442288
2362,0.65,-0.02406860814629671
2363,0.7,0.04008779949291017
2364,0.6,0.010237543885576567
2365,0.45,0.08415922883913587
2366,0.5,0.02084967779633308
2367,0.35,0.07318368308745885
2368,0.5,-0.025612440345972487
2369,0.6,0.01544590639709223
2370,0.35,-0.0016017535605277286
2371,0.6,-0.01833590458314253
2372,0.5,0.03814061421693478
2373,0.6,-0.021829511911334667
2374,0.5,0.08267571449396077
2375,0.5,-0.07140457065067292
2376,0.6,0.02612348296342327
2377,0.45,-0.040773665517919874
2378,0.6,0.03547103174705043
2379,0.55,-0.025781952325936542
2380,0.5,0.003015238213245455
2381,0.55,-0.04407292016453866
2382,0.4,0.059042493809588106
2383,0.55,-0.01402983924568926
2384,0.55,-0.020468883938489328
2385,0.55,-0.04487914295033381
2386,0.45,0.025182475775348108
2387,0.55,-0.05682252511977959
2388,0.45,0.06329694203142328
2389,0.6,-0.04727532272387117
2390,0.4,-0.033923768828142985
2391,0.55,-0.028585471675351293
2392,0.4,-0.02446303361215955
2393,0.45,-0.009948183579887887
2394,0.6,0.06004854882913198
2395,0.4,0.03054969830320508
2396,0.55,-0.021116581243775728
2397,0.45,-0.01165645896290889
2398,0.65,0.029763847294017588
2399,0.35,-0.06557327970216906
2400,0.65,0.06506534380330434
2401,0.5,-0.09003038062713227
2402,0.4,0.04455393987238811
2403,0.55,0.030026125910126843
2404,0.55,0.07901878860880217
2405,0.65,0.07871497544972894
2406,0.4,-0.00697158620235318
2407,0.5,0.006595267028357911
2408,0.55,-0.08737708836479159
2409,0.55,-0.015223971724654483
2410,0.45,0.01804962432872901
2411,0.55,0.05274010972550998
2412,0.45,-0.01052648980737978
2413,0.35,-0.026628645982920446
2414,0.5,-0.08569033346520305
2415,0.5,0.022484157458608794
2416,0.65,-0.004500514251536278
2417,0.5,0.04043946167084862
2418,0.55,-0.020763912939212672
2419,0.4,0.026670444913545217
2420,0.35,-0.014860892011853094
2421,0.55,-0.03708802624328107
2422,0.4,0.05203274343932703
2423,0.45,0.006748464277449356
2424,0.5,-0.013716848615649776
2425,0.5,0.04570612641099016
2426,0.4,-0.030488902274069946
2427,0.55,-0.016862676770612248
2428,0.5,-0.02891327961082706
2429,0.45,-0.03041983707978082
2430,0.6,0.08751235695659802
2431,0.6,-0.010602644316624454
2432,0.65,0.01938668641805745
2433,0.4,0.07745604945354576
2434,0.45,0.025458359023883402
2435,0.55,0.025567333342575722
2436,0.55,0.037972266644591614
2437,0.45,0.05870984070058456
2438,0.45,0.015261221715405315
2439,0.7,-0.007577874178951169
2440,0.5,0.0010858303822392334
2441,0.45,0.025994586171296945
2442,0.4,-0.01108609041472699
2443,0.55,-0.06751190032184712
2444,0.4,0.08553715338465573
2445,0.55,0.014843344725675528
2446,0.45,0.011034175111264092
2447,0.6,-0.018904771077729848
2448,0.5,0.032082919993407844
2449,0.45,-0.03246059851710792
2450,0.55,-0.022897825620296047
2451,0.6,0.013346398482643745
2452,0.55,0.035084785475948996
2453,0.55,-0.04724425822758592
2454,0.55,-0.027762148219549726
2455,0.5,0.06900172605199886
2456,0.5,0.04201450168666583
2457,0.5,-0.028681610885408788
2458,0.55,-0.02865440663509757
2459,0.5,-0.01728933585172804
2460,0.35,-0.05493398808072453
2461,0.55,0.028709773232954337
2462,0.55,-0.07769189478335384
2463,0.5,-0.0016983041141949012
2464,0.4,0.011686723241587671
2465,0.45,0.0483148762320461
2466,0.55,-0.045011588862485505
2467,0.45,0.030882633231355327
2468,0.5,-0.054525754139806634
2469,0.55,-0.019964869606708614
2470,0.55,0.06390290847888061
2471,0.4,-0.02701643761507021
2472,0.4,-0.06975061913447593
2473,0.5,0.002194481616223226
2474,0.65,-0.014239839036418081
2475,0.4,-0.026054120495267775
2476,0.5,-0.025106861087926303
2477,0.5,0.01968761933449433
2478,0.5,0.02616914149164744
2479,0.4,-0.0375712488005791
2480,0.6,0.03486087484930754
2481,0.45,-0.04284049233874064
2482,0.5,-0.006794492201150873
2483,0.45,0.005361206913585398
